date,id,num,pi
2017-11-24,20,152289,0.0005139387124752799
2017-11-24,22,4738185,0.015990233689693174
2017-11-24,23,12365405,0.04173026498916788
2017-11-24,24,49723341,0.16780430532414878
2017-11-24,25,2586884,0.008730110725547491
2017-11-24,26,7248687,0.02446257355367951
2017-11-24,27,6257884,0.02111885195765718
2017-11-24,28,19243479,0.0649421088903669
2017-11-25,1,39658819,0.12692768886737632
2017-11-25,2,3393569,0.010861086664783776
2017-11-25,10,165746174,0.5304691197292087
2017-11-25,15,1404008,0.004493514811707008
2017-11-25,17,6477919,0.020732520737444693
2017-11-25,19,2793273,0.008939844786241437
2017-11-25,20,181125,0.0005796889122216054
2017-11-25,22,4931846,0.015784328187629957
2017-11-25,23,13462374,0.0430862053277042
2017-11-25,24,54001724,0.1728320256378267
2017-11-25,25,2751956,0.008807610104191692
2017-11-25,26,7999508,0.025602352468339713
2017-11-25,27,3457321,0.011065124359922225
2017-11-25,28,6192453,0.01981888940540189
2017-11-26,1,40025301,0.11758645211902605
2017-11-26,2,3817432,0.011214863445639992
2017-11-26,10,188427721,0.5535635370553166
2017-11-26,15,1746824,0.005131824908358979
2017-11-26,17,6364049,0.01869632268403517
2017-11-26,19,265812,0.000780903309400785
2017-11-26,20,206601,0.000606953051876934
2017-11-26,22,5065860,0.014882499055577102
2017-11-26,23,15958048,0.04688160239107557
2017-11-26,24,56369450,0.1656023432128801
2017-11-26,25,2862337,0.008408982423368076
2017-11-26,26,10063534,0.02956468107108528
2017-11-26,27,2681280,0.00787707261308796
2017-11-26,28,6536164,0.019201962659271488
2017-11-27,1,44769112,0.17359146056695404
2017-11-27,2,517801,0.002007764457624922
2017-11-27,10,89342557,0.34642422571205667
2017-11-27,15,1071171,0.004153447100022103
2017-11-27,17,7330868,0.028425314385140035
2017-11-27,19,343149,0.0013305543362595559
2017-11-27,20,228805,0.0008871874460012055
2017-11-27,22,5604252,0.021730390588611037
2017-11-27,23,25328336,0.09821018652258644
2017-11-27,24,58935423,0.22852108743415006
2017-11-27,25,3217042,0.012474024936774153
2017-11-27,26,11609717,0.045016477673244806
2017-11-27,27,2777092,0.010768126390552565
2017-11-27,28,6823951,0.026459752450022387
2017-11-28,1,44935298,0.18523597567055472
2017-11-28,2,1293056,0.005330341633801223
2017-11-28,10,78668250,0.3242927206813031
2017-11-28,15,1142814,0.004711001722965525
2017-11-28,17,7436576,0.030655664306671142
2017-11-28,19,74812,0.0003083961702416114
2017-11-28,20,240663,0.0009920807827468443
2017-11-28,22,3945674,0.016265181396325455
2017-11-28,23,25443315,0.10488452259331317
2017-11-28,24,50116497,0.20659433968782023
2017-11-28,25,3681140,0.015174697617002693
2017-11-28,26,12407871,0.051148744817034075
2017-11-28,27,2629284,0.010838650431448766
2017-11-28,28,10568826,0.043567682488771436
2017-11-29,1,4361749,0.02234936267345323
2017-11-29,2,1777284,0.009106705748021183
2017-11-29,10,86106138,0.441203128967855
2017-11-29,15,236510,0.0012118642695621467
2017-11-29,17,5362705,0.027478206324055097
2017-11-29,19,76351,0.000391218336837087
2017-11-29,20,246989,0.0012655580908836203
2017-11-29,22,3101183,0.015890291620115626
2017-11-29,23,25804457,0.13222062252654357
2017-11-29,24,35946938,0.18419013894704567
2017-11-29,25,6097922,0.031245417912041537
2017-11-29,26,13644265,0.06991246559527023
2017-11-29,27,2327110,0.011923984019029922
2017-11-29,28,10072519,0.05161103496928605
2017-11-30,1,6020895,0.025133255433771217
2017-11-30,2,2223237,0.009280544405908295
2017-11-30,10,86552285,0.3612985589819396
2017-11-30,15,432293,0.0018045374302709581
2017-11-30,17,3958683,0.016524883928440495
2017-11-30,20,127521,0.000532315854398713
2017-11-30,22,3690067,0.01540358974516743
2017-11-30,23,28673184,0.1196915836551745
2017-11-30,24,70636384,0.29486019636448574
2017-11-30,25,6588358,0.02750203823569919
2017-11-30,26,11433102,0.0477256409497858
2017-11-30,27,1315792,0.005492561559986131
2017-11-30,28,17905642,0.07474421561772164
2017-11-30,29,1456,6.077837250370733e-06
2017-12-01,1,6247171,0.026820811371863866
2017-12-01,2,2788596,0.011972204267873264
2017-12-01,10,63092795,0.27087460125850177
2017-12-01,15,1870620,0.008031082576167034
2017-12-01,17,4947643,0.0212415827321395
2017-12-01,20,174855,0.0007507002725597325
2017-12-01,22,6425242,0.02758531881079889
2017-12-01,23,29459704,0.12647855550215345
2017-12-01,24,83837514,0.3599373458610299
2017-12-01,25,8918091,0.03828780043128591
2017-12-01,26,10858408,0.0466181112645608
2017-12-01,27,1114079,0.004783045431660943
2017-12-01,28,13185930,0.056610798918838766
2017-12-01,29,1873,8.041300566208452e-06
2017-12-02,1,6746854,0.031164178723370014
2017-12-02,2,2655904,0.01226780169366542
2017-12-02,10,38325548,0.1770283197981009
2017-12-02,15,3730872,0.01723315219241693
2017-12-02,17,4802877,0.02218481639210856
2017-12-02,20,72700,0.0003358062577297508
2017-12-02,22,6783035,0.03133130122971004
2017-12-02,23,24083012,0.11124107475351694
2017-12-02,24,100519422,0.464306065075345
2017-12-02,25,7367157,0.03402940058153422
2017-12-02,26,5328146,0.024611069723490246
2017-12-02,27,1036301,0.004786744988880309
2017-12-02,28,15040048,0.06947100735840196
2017-12-02,29,2005,9.2612317296857e-06
2017-12-03,1,7554867,0.029947638793041104
2017-12-03,2,3217737,0.012755171653849592
2017-12-03,10,59952048,0.23765107690275186
2017-12-03,15,5131006,0.020339406945605615
2017-12-03,17,5093234,0.020189678007625535
2017-12-03,20,88588,0.00035116454404795285
2017-12-03,22,7480521,0.02965292981223344
2017-12-03,23,16837274,0.06674327953244741
2017-12-03,24,116831712,0.4631231642527401
2017-12-03,25,7405817,0.02935680171250709
2017-12-03,26,5164442,0.020471947895788344
2017-12-03,27,1094026,0.0043367402071003485
2017-12-03,28,16415839,0.06507270304781237
2017-12-03,29,2093,8.296692449229752e-06
2017-12-04,1,8167435,0.028664348980162253
2017-12-04,2,3652894,0.012820160601650433
2017-12-04,10,74946299,0.263030788651221
2017-12-04,15,6040839,0.021200868721817114
2017-12-04,17,2812344,0.009870174647029996
2017-12-04,19,341584,0.001198819823119467
2017-12-04,20,96043,0.00033707156152472877
2017-12-04,22,8556309,0.030029137318889357
2017-12-04,23,20043612,0.07034486214961831
2017-12-04,24,126880875,0.4452998621854161
2017-12-04,25,7308575,0.02565010243089652
2017-12-04,26,12263141,0.04303859819110111
2017-12-04,27,2776656,0.00974492439570825
2017-12-04,28,11046954,0.038770280341845306
2017-12-05,1,8581140,0.027167283948512526
2017-12-05,2,2404510,0.0076125090520650935
2017-12-05,10,89138602,0.28220652632487603
2017-12-05,15,1600104,0.005065816396790017
2017-12-05,17,2576643,0.008157469988247151
2017-12-05,19,420650,0.0013317482284337272
2017-12-05,20,100269,0.00031744458128330296
2017-12-05,22,9885482,0.03129673871559135
2017-12-05,23,18387739,0.05821428465030728
2017-12-05,24,138551821,0.4386452921978293
2017-12-05,25,7546406,0.023891389091980627
2017-12-05,26,21857851,0.06920041446955515
2017-12-05,27,2605504,0.008248841878466636
2017-12-05,28,12206286,0.038644240476061825
2017-12-06,1,6976584,0.020746263971142532
2017-12-06,2,1360455,0.004045584278905079
2017-12-06,10,96244451,0.2862020705554026
2017-12-06,15,1367138,0.004065457512298262
2017-12-06,17,12555104,0.03733510580094033
2017-12-06,19,480970,0.0014302602222234296
2017-12-06,20,102088,0.00030357902897549843
2017-12-06,22,11341620,0.03372656910321578
2017-12-06,23,16529643,0.04915419022070806
2017-12-06,24,145170831,0.4316944196237186
2017-12-06,25,5779605,0.017186808182763257
2017-12-06,26,23000116,0.06839543219187195
2017-12-06,27,3000833,0.008923575427647048
2017-12-06,28,12372025,0.036790683880187594
2017-12-07,1,9774615,0.025326987067132014
2017-12-07,2,1394730,0.003613882354664714
2017-12-07,10,110630287,0.28665393451119076
2017-12-07,15,1634092,0.004234092795522267
2017-12-07,17,14510665,0.03759855756881321
2017-12-07,19,521205,0.0013504933231973373
2017-12-07,20,764989,0.001982161600175378
2017-12-07,22,12256245,0.03175713402590295
2017-12-07,23,15127282,0.03919627275088164
2017-12-07,24,171866538,0.4453230725914783
2017-12-07,25,3312922,0.008584106141102962
2017-12-07,26,26895151,0.06968797661550483
2017-12-07,27,3667837,0.009503725749131631
2017-12-07,28,13580189,0.03518760290530199
2017-12-08,1,6003889,0.015172049739437086
2017-12-08,2,25030,6.325173649581301e-05
2017-12-08,10,111974601,0.2829639615132161
2017-12-08,15,1068215,0.0026994188454204913
2017-12-08,17,15371509,0.0388443722257698
2017-12-08,19,638345,0.001613121443604465
2017-12-08,20,1554365,0.003927937890464019
2017-12-08,22,10047676,0.025390849170887117
2017-12-08,23,11446860,0.02892663893026217
2017-12-08,24,187807306,0.47459601402718826
2017-12-08,25,1890697,0.004777861303932248
2017-12-08,26,40977718,0.10355221019319752
2017-12-08,27,4118523,0.010407660069834011
2017-12-08,28,2793660,0.007059682228481541
2017-12-08,29,1967,4.970681809319385e-06
2017-12-09,1,6965568,0.02364480385447648
2017-12-09,2,53978,0.00018322974127263296
2017-12-09,10,58732822,0.19937010966081747
2017-12-09,15,1188036,0.004032819461680199
2017-12-09,17,16486158,0.05596269711585735
2017-12-09,19,746754,0.0025348761016396265
2017-12-09,20,5745395,0.019502894500705456
2017-12-09,22,11920713,0.04046517393707274
2017-12-09,23,13370111,0.04538519358472681
2017-12-09,24,118827961,0.4033646402235081
2017-12-09,25,3101467,0.010528011337500632
2017-12-09,26,49970215,0.1696252096370344
2017-12-09,27,4613088,0.015659248595870316
2017-12-09,28,2867274,0.009733037036899244
2017-12-09,29,2373,8.055210938529735e-06
2017-12-10,1,8986661,0.027482062881515314
2017-12-10,2,61876,0.00018922268491674958
2017-12-10,10,40241626,0.12306271441488909
2017-12-10,15,1301137,0.003979000526610071
2017-12-10,17,17393221,0.05319012180765389
2017-12-10,19,202927,0.0006205700397908921
2017-12-10,20,6637664,0.020298606950275577
2017-12-10,22,14355028,0.043899039049310196
2017-12-10,23,9673327,0.029581952728322553
2017-12-10,24,156995620,0.4801075172372123
2017-12-10,25,3995271,0.012217918184595432
2017-12-10,26,60186561,0.18405621999362803
2017-12-10,27,4176237,0.012771329400553874
2017-12-10,28,2791314,0.008536103328038527
2017-12-10,29,2492,7.620772687512766e-06
2017-12-11,1,9902006,0.026475386402709668
2017-12-11,2,67213,0.00017971006544384286
2017-12-11,10,47841163,0.1279148160867623
2017-12-11,15,195246,0.00052203697852571
2017-12-11,17,18182222,0.0486145285217812
2017-12-11,19,264436,0.0007070330273266784
2017-12-11,20,7163508,0.01915335562298204
2017-12-11,22,17220097,0.04604205672740872
2017-12-11,23,13546532,0.036219900201703716
2017-12-11,24,180002162,0.48127892391432026
2017-12-11,25,4677472,0.012506342511593629
2017-12-11,26,68701506,0.18368994300731353
2017-12-11,27,3353580,0.00896659993261962
2017-12-11,28,2890845,0.007729366999509112
2017-12-12,1,10861214,0.03044627438431241
2017-12-12,2,80781,0.00022644618649804164
2017-12-12,10,37400367,0.10484111957981707
2017-12-12,15,389506,0.0010918674975316746
2017-12-12,17,17136185,0.04803634201575796
2017-12-12,19,329849,0.0009246363398595281
2017-12-12,20,7565959,0.02120897937325035
2017-12-12,22,22573982,0.06327963429488909
2017-12-12,23,16862089,0.047267993097889066
2017-12-12,24,218121421,0.6114403631916399
2017-12-12,25,6215645,0.017423764336609103
2017-12-12,26,13861341,0.03885626334409021
2017-12-12,27,3404567,0.009543719610144441
2017-12-12,28,1930856,0.005412596747711253
2017-12-13,1,11583447,0.030557907773224428
2017-12-13,2,87045,0.00022963053071510753
2017-12-13,10,61353342,0.16185421890522717
2017-12-13,15,792735,0.002091287940334778
2017-12-13,17,1846064,0.00487004027863811
2017-12-13,19,358945,0.0009469209127179537
2017-12-13,20,7889503,0.020813036486511956
2017-12-13,22,15788873,0.04165210277883201
2017-12-13,23,21602518,0.056988887048338946
2017-12-13,24,236888413,0.6249274742656049
2017-12-13,25,5631068,0.014855133934549477
2017-12-13,26,8935680,0.023572921370559736
2017-12-13,27,3191203,0.008418606910329638
2017-12-13,28,3116612,0.008221830864415794
2017-12-14,1,12678013,0.03336142719797115
2017-12-14,10,74120705,0.1950441684923179
2017-12-14,15,1360112,0.003579052763953385
2017-12-14,17,1952779,0.005138620258728787
2017-12-14,20,3189816,0.008393808577016253
2017-12-14,22,16284609,0.042851967228691584
2017-12-14,23,14156091,0.037250900381972686
2017-12-14,24,233603227,0.6147128142849854
2017-12-14,25,7397468,0.019465991250468138
2017-12-14,26,6379760,0.01678795397831888
2017-12-14,27,4257996,0.011204659875585582
2017-12-14,28,4639527,0.01220863570999032
2017-12-15,1,15058148,0.06253394368320976
2017-12-15,10,74233969,0.30828112705673627
2017-12-15,15,1696175,0.007043928106355995
2017-12-15,17,477699,0.0019838032116250696
2017-12-15,20,109028,0.00045277485729938326
2017-12-15,22,16763843,0.06961740674060118
2017-12-15,23,18117598,0.07523932245897927
2017-12-15,24,92979228,0.3861270195684303
2017-12-15,25,5557698,0.0230801804936628
2017-12-15,26,8422973,0.03497918331173238
2017-12-15,27,2553394,0.010603813735729366
2017-12-15,28,4829837,0.020057496775638197
2017-12-16,1,9894642,0.055215084934224626
2017-12-16,2,22195,0.00012385479031127306
2017-12-16,10,50983532,0.2845034766924118
2017-12-16,15,2209576,0.012330100119703605
2017-12-16,17,1026030,0.0057255566795708715
2017-12-16,19,49461,0.000276007289190623
2017-12-16,20,185118,0.0010330142407227866
2017-12-16,22,17189508,0.09592263612948641
2017-12-16,23,22901385,0.12779663153920856
2017-12-16,24,53406231,0.29802286739447675
2017-12-16,25,6175517,0.03446124636624024
2017-12-16,26,7025300,0.0392032916591028
2017-12-16,27,2299036,0.012829313885923316
2017-12-16,28,5827206,0.03251756599371896
2017-12-16,29,7052,3.935228570737092e-05
2017-12-17,1,10923178,0.057245512716453936
2017-12-17,2,28308,0.00014835480791188958
2017-12-17,10,63302677,0.3317527372701494
2017-12-17,15,2749121,0.014407422561874444
2017-12-17,17,1085104,0.005686745636725414
2017-12-17,19,61840,0.00032408723050979406
2017-12-17,20,251900,0.001320141872015154
2017-12-17,22,15944764,0.0835623286851919
2017-12-17,23,21156207,0.11087413542564553
2017-12-17,24,50024844,0.2621670949004607
2017-12-17,25,6581639,0.03449264482091285
2017-12-17,26,8084908,0.0423708836133001
2017-12-17,27,3728393,0.019539530427265566
2017-12-17,28,6878363,0.0360476975276688
2017-12-17,29,11579,6.068250391450365e-05
2017-12-18,1,12007753,0.05435234371760415
2017-12-18,2,701821,0.003176748907162952
2017-12-18,10,70472354,0.31898870731240686
2017-12-18,15,1680116,0.0076049401014033355
2017-12-18,17,2142908,0.00969973917444868
2017-12-18,20,216434,0.0009796749783390728
2017-12-18,22,12489036,0.056530841146843376
2017-12-18,23,24122352,0.10918831917853705
2017-12-18,24,64723883,0.2929686124917789
2017-12-18,25,6796744,0.03076503705968666
2017-12-18,26,14039158,0.06354737152919052
2017-12-18,27,3494568,0.015817943713577427
2017-12-18,28,8023200,0.036316513515483005
2017-12-18,29,13964,6.320717353801533e-05
2017-12-19,1,14947491,0.08045887038843025
2017-12-19,2,1538797,0.008282986648201046
2017-12-19,10,34669504,0.18661788314621927
2017-12-19,15,666994,0.003590273698499678
2017-12-19,17,3387098,0.01823196140241271
2017-12-19,19,268413,0.0014448048021952133
2017-12-19,20,232286,0.0012503415567901603
2017-12-19,22,16532309,0.08898957738475835
2017-12-19,23,25734958,0.13852529833760704
2017-12-19,24,52993833,0.2852534877413954
2017-12-19,25,5869575,0.03159455818773669
2017-12-19,26,17997207,0.09687478288943273
2017-12-19,27,4801863,0.02584731261855243
2017-12-19,28,6122184,0.032954293730641585
2017-12-19,29,15525,8.356746712745166e-05
2017-12-20,1,10674841,0.05922042590233829
2017-12-20,2,2324101,0.012893330313777068
2017-12-20,10,38007244,0.21085140069571917
2017-12-20,15,162508,0.0009015397018594648
2017-12-20,17,5510539,0.03057061613671298
2017-12-20,19,1168792,0.006484064730448516
2017-12-20,20,251145,0.0013932679524915406
2017-12-20,22,10222912,0.056713275879436975
2017-12-20,23,27060521,0.15012266494265997
2017-12-20,24,55007401,0.30516255136734205
2017-12-20,25,4090453,0.02269245685190977
2017-12-20,26,13146631,0.07293308509240405
2017-12-20,27,4945883,0.027438094649197546
2017-12-20,28,7666147,0.042529203982516736
2017-12-20,29,16948,9.402180118587521e-05
2017-12-21,1,9490694,0.04982953507256041
2017-12-21,2,2687177,0.01410863953338688
2017-12-21,10,50086479,0.26297191353883714
2017-12-21,15,2641466,0.013868640448209147
2017-12-21,17,3222148,0.016917428459391946
2017-12-21,19,1554648,0.008162457565430504
2017-12-21,20,277921,0.0014591845672087902
2017-12-21,22,10016345,0.05258939066799173
2017-12-21,23,27798555,0.14595234777762298
2017-12-21,24,55757955,0.2927491892844449
2017-12-21,25,5063202,0.026583619874211307
2017-12-21,26,13429109,0.07050762124547864
2017-12-21,27,3333470,0.017501908741165605
2017-12-21,28,5070372,0.026621264936466004
2017-12-21,29,33685,0.00017685828759405765
2017-12-22,1,9508992,0.050346242290496834
2017-12-22,2,2931722,0.015522274720641258
2017-12-22,10,56555553,0.2994386338963199
2017-12-22,15,3496220,0.01851106186869027
2017-12-22,17,4835880,0.025604016300336336
2017-12-22,19,1695925,0.008979232599681527
2017-12-22,22,8846074,0.04683636130135187
2017-12-22,23,16219382,0.0858750260778559
2017-12-22,24,57331007,0.30354434720106716
2017-12-22,25,4254761,0.022527227722366008
2017-12-22,26,13175808,0.06976054054321074
2017-12-22,27,4552405,0.024103131555318298
2017-12-22,28,5427019,0.028733856699966708
2017-12-22,29,41183,0.00021804722269716192
2017-12-23,1,11301226,0.06350716637151213
2017-12-23,2,3044139,0.017106519410461183
2017-12-23,10,45618282,0.2563516404818873
2017-12-23,15,4940350,0.027762264853698173
2017-12-23,17,5316377,0.029875346146752624
2017-12-23,19,1870510,0.01051131884006011
2017-12-23,22,15997083,0.08989550439393819
2017-12-23,23,22161043,0.12453383772408713
2017-12-23,24,43267836,0.2431433243957162
2017-12-23,25,4145617,0.02329626790328492
2017-12-23,26,10841716,0.06092495290021499
2017-12-23,27,4992234,0.028053826655932684
2017-12-23,28,4345455,0.02441925625104031
2017-12-23,43,110112,0.0006187736714140523
2017-12-24,1,12549868,0.06864360918350446
2017-12-24,10,60124458,0.32886081330273975
2017-12-24,15,6085540,0.03328588232406777
2017-12-24,17,5368845,0.029365798743605266
2017-12-24,19,2031754,0.011113019478214584
2017-12-24,22,17985371,0.0983740050448606
2017-12-24,23,17687426,0.09674434486531296
2017-12-24,24,43417745,0.23748064277720327
2017-12-24,25,4656166,0.02546768134912026
2017-12-24,26,3655264,0.019993079885663595
2017-12-24,27,4957739,0.02711718548353004
2017-12-24,28,4171850,0.022818633707717327
2017-12-24,43,134433,0.0007353038544601468
2017-12-25,1,13552062,0.0642750189508942
2017-12-25,2,30484,0.0001445801884391511
2017-12-25,10,77096846,0.365656623892672
2017-12-25,15,6532624,0.030983073380203417
2017-12-25,17,4794997,0.02274181766911049
2017-12-25,19,2574805,0.012211842018569362
2017-12-25,22,16812143,0.07973700311658427
2017-12-25,23,20454117,0.0970102378367814
2017-12-25,24,48860615,0.23173720390870006
2017-12-25,25,5324434,0.02525284316532683
2017-12-25,26,4834900,0.02293107049876826
2017-12-25,27,5126994,0.024316420372864356
2017-12-25,28,4703558,0.022308138760480142
2017-12-25,43,146353,0.0006941262406060583
2017-12-26,1,14400147,0.06495963334558848
2017-12-26,2,322153,0.001453244939873278
2017-12-26,10,89156551,0.4021887320537255
2017-12-26,15,6879675,0.03103448635189706
2017-12-26,17,5164680,0.023298075995147403
2017-12-26,19,3233513,0.01458650518624524
2017-12-26,22,18506711,0.08348450616460854
2017-12-26,23,21457728,0.09679666070835023
2017-12-26,24,39928893,0.1801208174593797
2017-12-26,25,5922940,0.026718616881335987
2017-12-26,26,5659231,0.02552901513977517
2017-12-26,27,5675875,0.02560409688285765
2017-12-26,28,5216825,0.023533304155027
2017-12-26,43,153469,0.0006923047361887429
2017-12-27,1,14916587,0.061664565554224525
2017-12-27,2,536779,0.002219022611112789
2017-12-27,10,104130705,0.4304721103212226
2017-12-27,15,7080834,0.02927188051607126
2017-12-27,17,5528684,0.022855355380328773
2017-12-27,19,3646087,0.015072775751444068
2017-12-27,22,21748432,0.08990713564474194
2017-12-27,23,24033451,0.09935331149704305
2017-12-27,24,34893821,0.14424964051708855
2017-12-27,25,7101367,0.02935676310513301
2017-12-27,26,6090467,0.02517774351313348
2017-12-27,27,6247951,0.02582877598066385
2017-12-27,28,5782330,0.023903917654967525
2017-12-27,43,161347,0.0006670019528245613
2017-12-28,1,16609712,0.0628796398052466
2017-12-28,2,643756,0.002437076898290972
2017-12-28,10,102979860,0.38985242513504886
2017-12-28,15,8602163,0.03256533954267356
2017-12-28,17,11718915,0.04436447507989913
2017-12-28,19,3469713,0.013135345373091455
2017-12-28,22,24446591,0.09254783204827292
2017-12-28,23,24084628,0.09117754320384104
2017-12-28,24,39128314,0.14812865451890966
2017-12-28,25,7114540,0.026933622484244107
2017-12-28,26,11988221,0.04538399090759029
2017-12-28,27,6231873,0.02359209657289913
2017-12-28,28,6966062,0.026371527057243122
2017-12-28,43,166529,0.000630431372749143
2017-12-29,1,18207196,0.06748807146258569
2017-12-29,2,668789,0.0024789802793022727
2017-12-29,10,114481201,0.4243440601293377
2017-12-29,15,3153959,0.011690685945384742
